date,day,menu,temp_c,holiday,attendees
2016-11-09,Wednesday,Maggi,30,No,364
2016-11-10,Thursday,Biryani,32,No,641
2016-11-11,Friday,Rajma Chawal,35,Yes,372
2016-11-12,Saturday,Khichdi,38,No,352
2016-11-13,Sunday,Dal Khichdi,30,No,464
2016-11-14,Monday,Chole Bhature,35,Yes,449
2016-11-15,Tuesday,Biryani,36,No,641
2016-11-16,Wednesday,Paneer Butter Masala,32,No,564
2016-11-17,Thursday,Biryani,30,No,668
2016-11-18,Friday,Poori Bhaji,33,No,450
2016-11-19,Saturday,Chole Bhature,29,No,624
2016-11-20,Sunday,Dal Khichdi,34,No,405
2016-11-21,Monday,Pasta,31,No,438
2016-11-22,Tuesday,Rajma Chawal,32,No,558
2016-11-23,Wednesday,Biryani,38,No,556
2016-11-24,Thursday,Maggi,31,No,340
2016-11-25,Friday,Rajma Chawal,38,No,545
2016-11-26,Saturday,Veg Fried Rice,30,No,515
2016-11-27,Sunday,Rajma Chawal,28,Yes,368
2016-11-28,Monday,Biryani,38,No,595
2016-11-29,Tuesday,Rajma Chawal,31,No,555
2016-11-30,Wednesday,Poori Bhaji,35,Yes,313
2016-12-01,Thursday,Idli Sambar,35,No,470
2016-12-02,Friday,Paneer Butter Masala,32,No,592
2016-12-03,Saturday,Biryani,34,Yes,386
2016-12-04,Sunday,Khichdi,37,No,349
2016-12-05,Monday,Pav Bhaji,30,Yes,325
2016-12-06,Tuesday,Idli Sambar,37,No,436
2016-12-07,Wednesday,Dal Khichdi,31,No,466
2016-12-08,Thursday,White Sauce Pasta,36,No,457
2016-12-09,Friday,Chole Bhature,38,Yes,419
2016-12-10,Saturday,White Sauce Pasta,28,No,491
2016-12-11,Sunday,Dal Makhani,38,No,546
2016-12-12,Monday,Pav Bhaji,33,No,548
2016-12-13,Tuesday,Veg Fried Rice,34,No,469
2016-12-14,Wednesday,Aloo Paratha,33,No,504
2016-12-15,Thursday,Paneer Butter Masala,38,No,567
2016-12-16,Friday,Dal Khichdi,32,Yes,313
2016-12-17,Saturday,Dal Khichdi,35,No,470
2016-12-18,Sunday,Pav Bhaji,36,No,506
2016-12-19,Monday,Veg Fried Rice,31,No,515
2016-12-20,Tuesday,Aloo Paratha,38,No,511
2016-12-21,Wednesday,Idli Sambar,35,No,394
2016-12-22,Thursday,Veg Fried Rice,29,No,495
2016-12-23,Friday,Rajma Chawal,31,Yes,451
2016-12-24,Saturday,Idli Sambar,34,No,486
2016-12-25,Sunday,Aloo Paratha,29,No,548
2016-12-26,Monday,White Sauce Pasta,37,Yes,238
2016-12-27,Tuesday,Khichdi,37,No,440
2016-12-28,Wednesday,Khichdi,33,No,411
2016-12-29,Thursday,Chole Bhature,38,No,543
2016-12-30,Friday,Rajma Chawal,38,No,558
2016-12-31,Saturday,Paneer Butter Masala,29,No,646
2017-01-01,Sunday,White Sauce Pasta,36,No,490
2017-01-02,Monday,Veg Fried Rice,35,Yes,326
2017-01-03,Tuesday,Khichdi,32,No,436
2017-01-04,Wednesday,Veg Fried Rice,30,No,573
2017-01-05,Thursday,Paneer Butter Masala,28,No,619
2017-01-06,Friday,Poori Bhaji,37,No,485
2017-01-07,Saturday,Rajma Chawal,37,No,557
2017-01-08,Sunday,Dal Makhani,33,No,496
2017-01-09,Monday,Aloo Paratha,34,No,530
2017-01-10,Tuesday,Veg Fried Rice,31,No,505
2017-01-11,Wednesday,Chole Bhature,31,No,631
2017-01-12,Thursday,Khichdi,30,No,392
2017-01-13,Friday,Dal Makhani,36,Yes,379
2017-01-14,Saturday,Biryani,30,No,603
2017-01-15,Sunday,Idli Sambar,33,No,401
2017-01-16,Monday,Pasta,38,No,448
2017-01-17,Tuesday,White Sauce Pasta,33,No,440
2017-01-18,Wednesday,Khichdi,34,No,445
2017-01-19,Thursday,Khichdi,33,No,415
2017-01-20,Friday,Khichdi,33,Yes,262
2017-01-21,Saturday,Khichdi,32,Yes,291
2017-01-22,Sunday,Aloo Paratha,33,No,508
2017-01-23,Monday,Chole Bhature,38,No,596
2017-01-24,Tuesday,Biryani,37,Yes,453
2017-01-25,Wednesday,Dal Khichdi,28,No,472
2017-01-26,Thursday,Poori Bhaji,31,No,525
2017-01-27,Friday,Pasta,34,No,474
2017-01-28,Saturday,White Sauce Pasta,31,No,505
2017-01-29,Sunday,Idli Sambar,30,No,476
2017-01-30,Monday,Pav Bhaji,37,No,506
2017-01-31,Tuesday,Paneer Butter Masala,31,No,594
2017-02-01,Wednesday,Biryani,29,No,659
2017-02-02,Thursday,White Sauce Pasta,37,No,490
2017-02-03,Friday,Aloo Paratha,28,No,507
2017-02-04,Saturday,Pasta,29,Yes,277
2017-02-05,Sunday,Biryani,33,No,650
2017-02-06,Monday,Paneer Butter Masala,36,Yes,479
2017-02-07,Tuesday,Khichdi,37,No,417
2017-02-08,Wednesday,Pav Bhaji,36,No,498
2017-02-09,Thursday,Idli Sambar,32,No,499
2017-02-10,Friday,Pasta,29,No,498
2017-02-11,Saturday,Khichdi,35,No,432
2017-02-12,Sunday,Maggi,36,No,324
2017-02-13,Monday,Pasta,33,No,479
2017-02-14,Tuesday,White Sauce Pasta,36,No,504
2017-02-15,Wednesday,Chole Bhature,34,No,587
2017-02-16,Thursday,Khichdi,30,No,369
2017-02-17,Friday,Dal Makhani,33,Yes,305
2017-02-18,Saturday,Aloo Paratha,36,No,519
2017-02-19,Sunday,Veg Fried Rice,37,No,495
2017-02-20,Monday,Pasta,30,No,504
2017-02-21,Tuesday,Biryani,33,No,613
2017-02-22,Wednesday,Khichdi,30,No,390
2017-02-23,Thursday,Khichdi,35,Yes,270
2017-02-24,Friday,Pav Bhaji,30,No,473
2017-02-25,Saturday,Chole Bhature,38,No,530
2017-02-26,Sunday,Chole Bhature,34,No,567
2017-02-27,Monday,Biryani,37,No,556
2017-02-28,Tuesday,White Sauce Pasta,36,No,488
2017-03-01,Wednesday,Biryani,38,No,627
2017-03-02,Thursday,Dal Khichdi,31,No,476
2017-03-03,Friday,Biryani,34,No,596
2017-03-04,Saturday,Poori Bhaji,35,No,425
2017-03-05,Sunday,Idli Sambar,37,No,412
2017-03-06,Monday,Pasta,31,No,500
2017-03-07,Tuesday,Poori Bhaji,30,Yes,378
2017-03-08,Wednesday,Maggi,34,No,345
2017-03-09,Thursday,Pav Bhaji,29,Yes,419
2017-03-10,Friday,Dal Khichdi,28,No,437
2017-03-11,Saturday,Veg Fried Rice,31,Yes,451
2017-03-12,Sunday,Pasta,28,No,430
2017-03-13,Monday,Paneer Butter Masala,34,Yes,502
2017-03-14,Tuesday,Veg Fried Rice,31,No,541
2017-03-15,Wednesday,Maggi,28,No,397
2017-03-16,Thursday,Dal Makhani,36,No,521
2017-03-17,Friday,Paneer Butter Masala,28,No,614
2017-03-18,Saturday,Pav Bhaji,37,No,483
2017-03-19,Sunday,Khichdi,29,Yes,244
2017-03-20,Monday,Aloo Paratha,38,Yes,346
2017-03-21,Tuesday,Pasta,36,No,413
2017-03-22,Wednesday,Pasta,38,No,489
2017-03-23,Thursday,Poori Bhaji,32,No,510
2017-03-24,Friday,Rajma Chawal,36,No,519
2017-03-25,Saturday,Pasta,32,No,418
2017-03-26,Sunday,Rajma Chawal,36,No,561
2017-03-27,Monday,Pasta,31,No,510
2017-03-28,Tuesday,White Sauce Pasta,35,Yes,325
2017-03-29,Wednesday,Chole Bhature,35,No,608
2017-03-30,Thursday,Dal Khichdi,32,Yes,314
2017-03-31,Friday,Biryani,35,No,583
2017-04-01,Saturday,Dal Khichdi,30,Yes,233
2017-04-02,Sunday,Khichdi,29,No,390
2017-04-03,Monday,Pasta,34,No,452
2017-04-04,Tuesday,White Sauce Pasta,29,No,527
2017-04-05,Wednesday,Aloo Paratha,35,No,439
2017-04-06,Thursday,Dal Khichdi,35,No,476
2017-04-07,Friday,Poori Bhaji,29,No,500
2017-04-08,Saturday,Pav Bhaji,32,Yes,358
2017-04-09,Sunday,Chole Bhature,28,No,569
2017-04-10,Monday,Veg Fried Rice,32,No,539
2017-04-11,Tuesday,Aloo Paratha,32,No,454
2017-04-12,Wednesday,Khichdi,32,No,422
2017-04-13,Thursday,Paneer Butter Masala,30,Yes,412
2017-04-14,Friday,Rajma Chawal,29,No,546
2017-04-15,Saturday,Biryani,28,No,631
2017-04-16,Sunday,Poori Bhaji,38,No,476
2017-04-17,Monday,Dal Makhani,36,No,498
2017-04-18,Tuesday,Veg Fried Rice,28,No,566
2017-04-19,Wednesday,Khichdi,29,No,409
2017-04-20,Thursday,Pav Bhaji,31,Yes,291
2017-04-21,Friday,Dal Khichdi,34,No,388
2017-04-22,Saturday,Dal Khichdi,29,No,429
2017-04-23,Sunday,Maggi,28,No,364
2017-04-24,Monday,White Sauce Pasta,29,No,482
2017-04-25,Tuesday,Rajma Chawal,30,No,577
2017-04-26,Wednesday,Pav Bhaji,37,No,522
2017-04-27,Thursday,Poori Bhaji,35,No,474
2017-04-28,Friday,Biryani,38,No,616
2017-04-29,Saturday,Maggi,30,No,413
2017-04-30,Sunday,Dal Khichdi,38,No,465
2017-05-01,Monday,Pav Bhaji,38,Yes,393
2017-05-02,Tuesday,Pav Bhaji,32,No,482
2017-05-03,Wednesday,Dal Khichdi,36,No,414
2017-05-04,Thursday,Pav Bhaji,36,Yes,361
2017-05-05,Friday,Pav Bhaji,29,No,516
2017-05-06,Saturday,Veg Fried Rice,34,No,504
2017-05-07,Sunday,Aloo Paratha,30,No,528
2017-05-08,Monday,Biryani,30,Yes,453
2017-05-09,Tuesday,Rajma Chawal,29,No,565
2017-05-10,Wednesday,Biryani,37,No,565
2017-05-11,Thursday,Aloo Paratha,32,No,485
2017-05-12,Friday,Pav Bhaji,32,No,562
2017-05-13,Saturday,White Sauce Pasta,32,No,433
2017-05-14,Sunday,Pasta,33,No,451
2017-05-15,Monday,Maggi,34,No,311
2017-05-16,Tuesday,Poori Bhaji,37,No,421
2017-05-17,Wednesday,White Sauce Pasta,35,No,425
2017-05-18,Thursday,Paneer Butter Masala,35,No,632
2017-05-19,Friday,Dal Makhani,30,No,571
2017-05-20,Saturday,Pav Bhaji,35,Yes,358
2017-05-21,Sunday,White Sauce Pasta,36,No,416
2017-05-22,Monday,Biryani,32,No,626
2017-05-23,Tuesday,Poori Bhaji,38,No,476
2017-05-24,Wednesday,Maggi,29,No,336
2017-05-25,Thursday,Paneer Butter Masala,34,Yes,364
2017-05-26,Friday,Dal Khichdi,34,No,389
2017-05-27,Saturday,Khichdi,33,No,395
2017-05-28,Sunday,Paneer Butter Masala,38,No,606
2017-05-29,Monday,Veg Fried Rice,31,No,535
2017-05-30,Tuesday,Dal Makhani,37,No,516
2017-05-31,Wednesday,Biryani,34,No,575
2017-06-01,Thursday,Biryani,36,No,601
2017-06-02,Friday,Dal Makhani,32,No,493
2017-06-03,Saturday,Paneer Butter Masala,29,No,595
2017-06-04,Sunday,Aloo Paratha,29,No,505
2017-06-05,Monday,Dal Makhani,34,No,506
2017-06-06,Tuesday,Dal Khichdi,32,No,432
2017-06-07,Wednesday,Dal Makhani,30,Yes,359
2017-06-08,Thursday,Khichdi,34,No,420
2017-06-09,Friday,Idli Sambar,28,No,430
2017-06-10,Saturday,Poori Bhaji,30,No,498
2017-06-11,Sunday,Maggi,28,No,339
2017-06-12,Monday,Khichdi,29,No,435
2017-06-13,Tuesday,Chole Bhature,31,No,597
2017-06-14,Wednesday,Veg Fried Rice,31,No,544
2017-06-15,Thursday,Dal Khichdi,30,No,409
2017-06-16,Friday,Pasta,29,Yes,328
2017-06-17,Saturday,Idli Sambar,36,No,399
2017-06-18,Sunday,Khichdi,33,Yes,288
2017-06-19,Monday,Pav Bhaji,35,No,487
2017-06-20,Tuesday,Dal Makhani,35,No,582
2017-06-21,Wednesday,Paneer Butter Masala,36,No,543
2017-06-22,Thursday,Idli Sambar,32,No,415
2017-06-23,Friday,Paneer Butter Masala,38,No,586
2017-06-24,Saturday,Dal Makhani,34,No,570
2017-06-25,Sunday,Maggi,34,No,400
2017-06-26,Monday,Chole Bhature,38,Yes,411
2017-06-27,Tuesday,Pav Bhaji,33,No,532
2017-06-28,Wednesday,Paneer Butter Masala,33,No,641
2017-06-29,Thursday,Chole Bhature,34,No,607
2017-06-30,Friday,Maggi,28,Yes,184
2017-07-01,Saturday,White Sauce Pasta,32,No,494
2017-07-02,Sunday,Maggi,28,No,335
2017-07-03,Monday,Maggi,31,No,331
2017-07-04,Tuesday,Poori Bhaji,36,No,449
2017-07-05,Wednesday,Dal Khichdi,37,No,409
2017-07-06,Thursday,Chole Bhature,37,No,559
2017-07-07,Friday,Dal Khichdi,29,No,423
2017-07-08,Saturday,Poori Bhaji,31,No,439
2017-07-09,Sunday,Poori Bhaji,32,No,500
2017-07-10,Monday,Poori Bhaji,37,No,480
2017-07-11,Tuesday,Veg Fried Rice,34,No,536
2017-07-12,Wednesday,Dal Khichdi,37,No,396
2017-07-13,Thursday,Chole Bhature,29,No,569
2017-07-14,Friday,Veg Fried Rice,34,No,533
2017-07-15,Saturday,Pasta,36,No,452
2017-07-16,Sunday,Khichdi,29,No,379
2017-07-17,Monday,Paneer Butter Masala,31,No,627
2017-07-18,Tuesday,White Sauce Pasta,35,Yes,339
2017-07-19,Wednesday,Khichdi,32,No,417
2017-07-20,Thursday,Maggi,32,No,379
2017-07-21,Friday,Dal Makhani,30,No,553
2017-07-22,Saturday,White Sauce Pasta,34,No,450
2017-07-23,Sunday,Aloo Paratha,30,No,488
2017-07-24,Monday,Dal Khichdi,35,No,415
2017-07-25,Tuesday,Pasta,32,No,488
2017-07-26,Wednesday,Biryani,29,No,605
2017-07-27,Thursday,Aloo Paratha,37,Yes,284
2017-07-28,Friday,Paneer Butter Masala,37,No,603
2017-07-29,Saturday,Rajma Chawal,29,No,522
2017-07-30,Sunday,Poori Bhaji,31,No,521
2017-07-31,Monday,Veg Fried Rice,29,No,484
2017-08-01,Tuesday,Paneer Butter Masala,31,Yes,401
2017-08-02,Wednesday,Dal Makhani,30,Yes,378
2017-08-03,Thursday,Biryani,32,No,662
2017-08-04,Friday,Paneer Butter Masala,37,No,634
2017-08-05,Saturday,White Sauce Pasta,38,No,499
2017-08-06,Sunday,Rajma Chawal,32,No,485
2017-08-07,Monday,Chole Bhature,28,No,651
2017-08-08,Tuesday,Veg Fried Rice,28,No,558
2017-08-09,Wednesday,White Sauce Pasta,36,No,447
2017-08-10,Thursday,Idli Sambar,35,No,436
2017-08-11,Friday,Dal Khichdi,32,No,433
2017-08-12,Saturday,Dal Makhani,33,No,538
2017-08-13,Sunday,Paneer Butter Masala,35,No,561
2017-08-14,Monday,White Sauce Pasta,37,No,502
2017-08-15,Tuesday,Pasta,37,No,444
2017-08-16,Wednesday,White Sauce Pasta,34,No,504
2017-08-17,Thursday,Pasta,30,No,473
2017-08-18,Friday,Maggi,33,Yes,227
2017-08-19,Saturday,Khichdi,38,No,371
2017-08-20,Sunday,Khichdi,31,No,372
2017-08-21,Monday,Pav Bhaji,35,No,501
2017-08-22,Tuesday,Chole Bhature,35,Yes,454
2017-08-23,Wednesday,Maggi,32,No,317
2017-08-24,Thursday,Poori Bhaji,29,No,496
2017-08-25,Friday,Veg Fried Rice,30,No,537
2017-08-26,Saturday,Poori Bhaji,35,No,494
2017-08-27,Sunday,Poori Bhaji,38,No,443
2017-08-28,Monday,White Sauce Pasta,35,No,491
2017-08-29,Tuesday,Aloo Paratha,31,No,529
2017-08-30,Wednesday,Maggi,31,No,399
2017-08-31,Thursday,Biryani,31,No,587
2017-09-01,Friday,Dal Khichdi,35,No,457
2017-09-02,Saturday,Rajma Chawal,33,No,574
2017-09-03,Sunday,Pav Bhaji,34,No,538
2017-09-04,Monday,Idli Sambar,32,No,428
2017-09-05,Tuesday,White Sauce Pasta,32,No,479
2017-09-06,Wednesday,Chole Bhature,28,No,567
2017-09-07,Thursday,Rajma Chawal,29,No,591
2017-09-08,Friday,White Sauce Pasta,38,No,441
2017-09-09,Saturday,Pav Bhaji,34,No,525
2017-09-10,Sunday,Rajma Chawal,33,Yes,413
2017-09-11,Monday,Pav Bhaji,29,No,477
2017-09-12,Tuesday,Dal Khichdi,37,Yes,267
2017-09-13,Wednesday,Biryani,36,No,645
2017-09-14,Thursday,Maggi,35,No,305
2017-09-15,Friday,Paneer Butter Masala,30,No,578
2017-09-16,Saturday,Veg Fried Rice,33,Yes,341
2017-09-17,Sunday,Pav Bhaji,32,No,558
2017-09-18,Monday,Paneer Butter Masala,37,No,619
2017-09-19,Tuesday,White Sauce Pasta,36,Yes,248
2017-09-20,Wednesday,Khichdi,33,No,375
2017-09-21,Thursday,Khichdi,32,No,393
2017-09-22,Friday,Chole Bhature,35,No,567
2017-09-23,Saturday,Pav Bhaji,37,Yes,384
2017-09-24,Sunday,Pav Bhaji,31,No,546
2017-09-25,Monday,Veg Fried Rice,36,No,470
2017-09-26,Tuesday,Veg Fried Rice,38,Yes,344
2017-09-27,Wednesday,Aloo Paratha,29,No,482
2017-09-28,Thursday,Khichdi,36,No,432
2017-09-29,Friday,Dal Khichdi,29,No,417
2017-09-30,Saturday,White Sauce Pasta,37,No,434
2017-10-01,Sunday,Veg Fried Rice,38,Yes,364
2017-10-02,Monday,Maggi,31,No,336
2017-10-03,Tuesday,Biryani,33,No,658
2017-10-04,Wednesday,Veg Fried Rice,38,No,504
2017-10-05,Thursday,Khichdi,32,Yes,246
2017-10-06,Friday,Biryani,32,No,609
2017-10-07,Saturday,Maggi,37,Yes,183
2017-10-08,Sunday,Poori Bhaji,32,No,469
2017-10-09,Monday,Chole Bhature,28,No,579
2017-10-10,Tuesday,Rajma Chawal,28,No,503
2017-10-11,Wednesday,Maggi,35,Yes,171
2017-10-12,Thursday,Biryani,28,No,577
2017-10-13,Friday,Rajma Chawal,32,No,534
2017-10-14,Saturday,Dal Makhani,37,No,482
2017-10-15,Sunday,Rajma Chawal,33,No,533
2017-10-16,Monday,Pav Bhaji,28,No,557
2017-10-17,Tuesday,Biryani,37,No,596
2017-10-18,Wednesday,Khichdi,37,Yes,288
2017-10-19,Thursday,Maggi,33,Yes,258
2017-10-20,Friday,Aloo Paratha,28,No,502
2017-10-21,Saturday,Veg Fried Rice,36,No,542
2017-10-22,Sunday,Dal Khichdi,36,No,458
2017-10-23,Monday,Pasta,35,No,466
2017-10-24,Tuesday,Idli Sambar,37,No,417
2017-10-25,Wednesday,Rajma Chawal,28,No,505
2017-10-26,Thursday,Maggi,28,No,357
2017-10-27,Friday,White Sauce Pasta,38,Yes,329
2017-10-28,Saturday,Idli Sambar,28,No,445
2017-10-29,Sunday,Khichdi,38,Yes,305
2017-10-30,Monday,Biryani,36,Yes,452
2017-10-31,Tuesday,Pav Bhaji,35,No,547
2017-11-01,Wednesday,Biryani,28,No,633
2017-11-02,Thursday,Biryani,29,No,589
2017-11-03,Friday,Maggi,33,Yes,234
2017-11-04,Saturday,Dal Makhani,36,No,535
2017-11-05,Sunday,Rajma Chawal,35,No,537
2017-11-06,Monday,White Sauce Pasta,36,No,447
2017-11-07,Tuesday,Dal Makhani,36,No,549
2017-11-08,Wednesday,Maggi,37,Yes,179
2017-11-09,Thursday,Aloo Paratha,28,No,511
2017-11-10,Friday,Pasta,36,No,420
2017-11-11,Saturday,Poori Bhaji,34,No,462
2017-11-12,Sunday,Chole Bhature,36,No,530
2017-11-13,Monday,Maggi,34,No,405
2017-11-14,Tuesday,Pasta,34,No,500
2017-11-15,Wednesday,White Sauce Pasta,35,No,446
2017-11-16,Thursday,Veg Fried Rice,31,No,566
2017-11-17,Friday,Rajma Chawal,38,No,515
2017-11-18,Saturday,White Sauce Pasta,33,Yes,341
2017-11-19,Sunday,Paneer Butter Masala,29,No,565
2017-11-20,Monday,Khichdi,28,No,387
2017-11-21,Tuesday,Aloo Paratha,34,No,490
2017-11-22,Wednesday,Dal Khichdi,33,Yes,278
2017-11-23,Thursday,Rajma Chawal,38,No,550
2017-11-24,Friday,Aloo Paratha,36,No,472
2017-11-25,Saturday,Maggi,29,No,374
2017-11-26,Sunday,Dal Makhani,32,No,496
2017-11-27,Monday,Khichdi,33,No,415
2017-11-28,Tuesday,Pav Bhaji,29,No,495
2017-11-29,Wednesday,Pasta,37,Yes,316
2017-11-30,Thursday,Aloo Paratha,36,No,502
2017-12-01,Friday,Paneer Butter Masala,28,No,638
2017-12-02,Saturday,Maggi,28,No,372
2017-12-03,Sunday,White Sauce Pasta,34,No,511
2017-12-04,Monday,Khichdi,29,No,414
2017-12-05,Tuesday,White Sauce Pasta,33,No,436
2017-12-06,Wednesday,Rajma Chawal,31,No,510
2017-12-07,Thursday,Pasta,32,No,508
2017-12-08,Friday,Idli Sambar,32,No,476
2017-12-09,Saturday,Dal Makhani,32,Yes,416
2017-12-10,Sunday,Biryani,32,No,570
2017-12-11,Monday,Veg Fried Rice,32,No,486
2017-12-12,Tuesday,Chole Bhature,30,No,633
2017-12-13,Wednesday,Maggi,36,No,366
2017-12-14,Thursday,Dal Makhani,28,No,578
2017-12-15,Friday,Veg Fried Rice,31,Yes,450
2017-12-16,Saturday,Pasta,30,Yes,295
2017-12-17,Sunday,Biryani,32,No,661
2017-12-18,Monday,Pav Bhaji,30,No,523
2017-12-19,Tuesday,Maggi,34,Yes,150
2017-12-20,Wednesday,Dal Khichdi,38,Yes,317
2017-12-21,Thursday,White Sauce Pasta,37,No,413
2017-12-22,Friday,Pasta,38,No,487
2017-12-23,Saturday,Biryani,30,No,591
2017-12-24,Sunday,Pasta,35,No,439
2017-12-25,Monday,Pav Bhaji,34,Yes,384
2017-12-26,Tuesday,Veg Fried Rice,31,No,529
2017-12-27,Wednesday,Aloo Paratha,33,No,494
2017-12-28,Thursday,White Sauce Pasta,29,No,442
2017-12-29,Friday,Biryani,30,No,599
2017-12-30,Saturday,Chole Bhature,30,No,635
2017-12-31,Sunday,Paneer Butter Masala,36,No,568
2018-01-01,Monday,Dal Makhani,35,Yes,345
2018-01-02,Tuesday,Aloo Paratha,32,No,453
2018-01-03,Wednesday,Aloo Paratha,28,No,549
2018-01-04,Thursday,Poori Bhaji,36,No,428
2018-01-05,Friday,Pasta,32,No,464
2018-01-06,Saturday,Veg Fried Rice,37,No,462
2018-01-07,Sunday,Rajma Chawal,35,No,509
2018-01-08,Monday,Poori Bhaji,32,No,480
2018-01-09,Tuesday,Dal Makhani,33,No,529
2018-01-10,Wednesday,Aloo Paratha,30,No,517
2018-01-11,Thursday,Maggi,28,No,423
2018-01-12,Friday,Maggi,33,No,391
2018-01-13,Saturday,Rajma Chawal,28,No,562
2018-01-14,Sunday,White Sauce Pasta,29,No,503
2018-01-15,Monday,Maggi,37,No,312
2018-01-16,Tuesday,Poori Bhaji,31,No,483
2018-01-17,Wednesday,Maggi,35,No,397
2018-01-18,Thursday,Chole Bhature,37,Yes,378
2018-01-19,Friday,Khichdi,30,Yes,223
2018-01-20,Saturday,Rajma Chawal,35,No,529
2018-01-21,Sunday,Pav Bhaji,34,Yes,345
2018-01-22,Monday,Paneer Butter Masala,35,No,581
2018-01-23,Tuesday,Poori Bhaji,29,No,532
2018-01-24,Wednesday,Pasta,29,No,495
2018-01-25,Thursday,Veg Fried Rice,35,No,502
2018-01-26,Friday,Pasta,37,No,462
2018-01-27,Saturday,Chole Bhature,31,No,629
2018-01-28,Sunday,Biryani,32,Yes,513
2018-01-29,Monday,Khichdi,37,No,385
2018-01-30,Tuesday,Idli Sambar,28,No,513
2018-01-31,Wednesday,Pav Bhaji,36,Yes,325
2018-02-01,Thursday,Pasta,36,No,451
2018-02-02,Friday,Veg Fried Rice,35,No,518
2018-02-03,Saturday,Rajma Chawal,37,No,486
2018-02-04,Sunday,Pav Bhaji,30,No,472
2018-02-05,Monday,Aloo Paratha,33,No,482
2018-02-06,Tuesday,Rajma Chawal,33,No,487
2018-02-07,Wednesday,Biryani,37,No,560
2018-02-08,Thursday,Aloo Paratha,33,Yes,296
2018-02-09,Friday,Pav Bhaji,35,No,549
2018-02-10,Saturday,Khichdi,38,No,380
2018-02-11,Sunday,Pav Bhaji,30,Yes,386
2018-02-12,Monday,Rajma Chawal,37,Yes,376
2018-02-13,Tuesday,Maggi,31,No,374
2018-02-14,Wednesday,Paneer Butter Masala,30,Yes,438
2018-02-15,Thursday,Rajma Chawal,36,No,562
2018-02-16,Friday,Dal Khichdi,38,No,449
2018-02-17,Saturday,Aloo Paratha,30,No,531
2018-02-18,Sunday,Biryani,36,No,581
2018-02-19,Monday,Dal Makhani,34,Yes,377
2018-02-20,Tuesday,White Sauce Pasta,35,No,442
2018-02-21,Wednesday,Maggi,33,No,322
2018-02-22,Thursday,Biryani,38,No,579
2018-02-23,Friday,Paneer Butter Masala,34,No,563
2018-02-24,Saturday,White Sauce Pasta,29,No,523
2018-02-25,Sunday,Maggi,32,No,359
2018-02-26,Monday,Rajma Chawal,37,No,499
2018-02-27,Tuesday,Veg Fried Rice,34,No,545
2018-02-28,Wednesday,Dal Khichdi,34,Yes,324
2018-03-01,Thursday,Veg Fried Rice,30,No,533
2018-03-02,Friday,Veg Fried Rice,34,No,483
2018-03-03,Saturday,Khichdi,29,No,448
2018-03-04,Sunday,Maggi,31,No,332
2018-03-05,Monday,Khichdi,37,Yes,252
2018-03-06,Tuesday,Rajma Chawal,29,Yes,426
2018-03-07,Wednesday,Dal Makhani,34,No,531
2018-03-08,Thursday,Rajma Chawal,34,No,505
2018-03-09,Friday,Dal Khichdi,33,No,478
2018-03-10,Saturday,Idli Sambar,28,Yes,334
2018-03-11,Sunday,Dal Khichdi,31,No,412
2018-03-12,Monday,Chole Bhature,38,Yes,374
2018-03-13,Tuesday,Idli Sambar,36,Yes,302
2018-03-14,Wednesday,Poori Bhaji,34,No,426
2018-03-15,Thursday,Dal Makhani,30,No,563
2018-03-16,Friday,Aloo Paratha,35,Yes,344
2018-03-17,Saturday,Dal Khichdi,35,No,457
2018-03-18,Sunday,Paneer Butter Masala,37,Yes,408
2018-03-19,Monday,White Sauce Pasta,30,No,464
2018-03-20,Tuesday,Chole Bhature,38,No,539
2018-03-21,Wednesday,Paneer Butter Masala,31,Yes,480
2018-03-22,Thursday,Veg Fried Rice,29,No,503
2018-03-23,Friday,Pasta,38,No,404
2018-03-24,Saturday,Khichdi,30,No,467
2018-03-25,Sunday,Poori Bhaji,36,No,439
2018-03-26,Monday,Dal Makhani,35,Yes,374
2018-03-27,Tuesday,Dal Makhani,33,No,501
2018-03-28,Wednesday,Pasta,30,No,501
2018-03-29,Thursday,Rajma Chawal,28,Yes,382
2018-03-30,Friday,Dal Makhani,31,No,523
2018-03-31,Saturday,Dal Khichdi,36,No,418
2018-04-01,Sunday,Veg Fried Rice,31,No,504
2018-04-02,Monday,Rajma Chawal,35,No,473
2018-04-03,Tuesday,Khichdi,33,No,402
2018-04-04,Wednesday,Veg Fried Rice,38,Yes,375
2018-04-05,Thursday,Chole Bhature,38,Yes,387
2018-04-06,Friday,Paneer Butter Masala,31,No,589
2018-04-07,Saturday,Maggi,30,No,391
2018-04-08,Sunday,Pasta,33,Yes,369
2018-04-09,Monday,Veg Fried Rice,29,Yes,390
2018-04-10,Tuesday,Idli Sambar,34,Yes,295
2018-04-11,Wednesday,Rajma Chawal,31,Yes,292
2018-04-12,Thursday,Aloo Paratha,36,No,432
2018-04-13,Friday,Khichdi,31,No,371
2018-04-14,Saturday,Idli Sambar,33,Yes,289
2018-04-15,Sunday,Aloo Paratha,30,No,534
2018-04-16,Monday,Aloo Paratha,28,No,515
2018-04-17,Tuesday,Rajma Chawal,30,No,576
2018-04-18,Wednesday,Dal Khichdi,36,No,444
2018-04-19,Thursday,Khichdi,36,No,386
2018-04-20,Friday,Rajma Chawal,28,No,556
2018-04-21,Saturday,Dal Makhani,33,No,572
2018-04-22,Sunday,Chole Bhature,35,Yes,415
